,Minutes,Players
2598,1,"Gross,Jacob"
2599,1,"Newsome,Devin"
2600,3,"Koumadje,Jean Marc"
2601,2,"Beach,Jack"
2602,4,"Williams,Tiremone"
2603,2,"Dozic,Aleksandar"
2604,1,"Turcotte,Zach"
2605,7,"Thomas,Chris"
2606,2,"Andrews,Rashad"
2607,4,"Hall,Charlie"
2608,2,"Johnson,Larry"
2609,6,"Townes,Anthony"
2610,1,"Spiers,Joshua"
2611,2,"Hallinan,Xavier"
2612,3,"Grennan,Sean"
2613,1,"Chaffee,Stokley"
2614,3,"Smith,TyQuayion"
2615,2,"Toriola,Moses"
2616,2,"Pistokache,Joaquin"
2617,2,"Blackmon,Mark"
2618,2,"Taylor,Isaac"
2619,1,"Spurlock,Stephen"
2620,5,"Matic,Andrija"
2621,5,"Brummet,Jacob"
2622,1,"Bowden,Marquis"
2623,4,"Tyler,Chris"
2624,3,"Koopman,S.J."
2625,2,"Foster,Charles"
2626,3,"Adams,Eric"
2627,2,"Quinn,Dakota"
2628,2,"Atencia,Hansel"
2629,4,"Walsh,Reilly"
2630,3,"Sturdivant,Tyrell"
2631,2,"Shreiner,Lyrik"
2632,1,"Dry,Dalton"
2633,4,"Mayleben,Garrett"
2634,4,"Comanche,Chance"
2635,1,"Harris,Tyler"
2636,2,"Toohey,Frank"
2637,2,"Van,Jacob"
2638,8,"Printup,Rogers"
2639,1,"Perrin,Casey"
2640,1,"Chambers,Kamali"
2641,2,"Batish,Jamie"
2642,1,"Bruster,De'Angelo"
2643,1,"Madrid-Andrews,Jordan"
2644,1,"Lombard,Mitch"
2645,1,"Lester,Jordan"
2646,1,"Robinson,Jordan"
2647,1,"Luther,Collin"
2648,1,"Melmed,Garvey"
2649,2,"Kasongo,Ray"
2650,1,"Dupree,Xavier"
2651,1,"Nkali,Bertrand"
2652,2,"Hill,Keon"
2653,1,"Jones,Jalen"
2654,2,"Sparks,Austin"
2655,5,"Melifonwu,Daniel"
2656,1,"Sinn,Grant"
2657,4,"Young,Clay"
2658,1,"Shortess,Henry"
2659,2,"Rajala,Julius"
2660,1,"Terrell,Andrew"
2661,1,"Robinson,Mike"
2662,2,"Strollo,Ryan"
2663,8,"Dickinson,Wesley"
2664,1,"Dauda,Ismaila"
2665,2,"Ellis III,Alvin"
2666,1,"Van Dyk,Matt"
2667,1,"Wollenman,Colby"
2668,1,"Kamga,Brandon"
2669,7,"Rosenwinkel,Matt"
2670,2,"Hawkins,Dominique"
2671,4,"Odomes,Rashard"
2672,3,"McNeace,Jamuni"
2673,2,"James,Christian"
2674,1,"Williams,Matt"
2675,1,"Cottam,Paul"
2676,1,"Grundy,Trey"
2677,3,"Cooper,Devin"
2678,2,"Baumann,Javon"
2679,2,"Anthony,Rashed"
2680,1,"McGuire,Caleb"
2681,1,"Kos,Anze"
2682,1,"Mischler,Robert"
2683,1,"Distefano,T.J."
2684,1,"Aparicio,Juan"
2685,3,"Esparza,Rene"
2686,1,"Ndir,Sidy"
2687,1,"Campo,Jose"
2688,2,"John Jr.,Fred"
2689,1,"Coker,Kanler"
2690,1,"Coleman,Justin"
2691,1,"Egbuna,Toby"
2692,1,"Smith,Jerrold"
2693,1,"Okwarabizie,Ikenna"
2694,2,"Watkins,Nathan"
2695,3,"Cumberland,Jaevin"
2696,2,"Keim,Patrick"
2697,2,"Williams,New"
2698,1,"Allison,Zach"
2699,2,"Stainbrook,Tim"
2700,3,"Nails,Jahlil"
2701,1,"Brady,Brett"
2702,3,"Holley,Nigel"
2703,3,"Thomas,Alex"
2704,2,"Davis,LaMarcus"
2705,2,"Williams,Gage"
2706,1,"Cooper,Prince"
2707,2,"Laing,Nathan"
2708,3,"Lloyd,Sean"
2709,1,"Siler,Aaron"
2710,1,"Anderson,Juwan"
2711,2,"Moye,Anson"
2712,1,"Rifkind,Alex"
2713,1,"Heller,Max"
2714,5,"Allman,Kyle"
2715,1,"Bruce,Derrick"
2716,1,"Dahlen,Matt"
2717,1,"Togiai,Noah"
2718,1,"Plaisance,Scott"
2719,2,"Livingston,Max"
2720,2,"Williams,D'Erryl"
2721,5,"Kite,Jerred"
2722,5,"Hansbrough,Tre"
2723,2,"Henderson,Markell"
2724,1,"Frazier,Savonte"
2725,2,"Withers,Tyler"
2726,1,"Davis,Lael"
2727,3,"Petras,Jakub"
2728,1,"Toriola,Moses"
2729,1,"Peebles-Jennings,Justin"
2730,1,"Vucetic,Sergej"
2731,4,"Sampson,Burton"
2732,2,"Dickerson,Zach"
2733,3,"Tyler,Scotty"
2734,1,"Lowe,Carlton"
2735,1,"White-Pittman,Greg"
2736,1,"Smith,Amir"
2737,2,"Mitchell,Akim"
2738,2,"Aughburns,Branden"
2739,3,"Duvall,Asa"
2740,3,"Brooks,Melvin"
2741,2,"Schaffer,Lawson"
2742,1,"Clark,Christian"
2743,2,"Parker,Nick"
2744,1,"Marcus,Ben"
2745,5,"Reid,Jaylen"
2746,2,"Matthews,Mark"
2747,1,"Ebifemi,Olatunji"
2748,4,"Worthem,Jeremiah"
2749,1,"Ngwe,Chidiebere"
2750,1,"Cohen,Danny"
2751,1,"Savoy,Bradley"
2752,1,"Haugh,Darin"
2753,2,"Harris,Darian"
2754,1,"Martin,Jordan"
2755,3,"Good,Cayce"
2756,2,"Conroy,Riley"
2757,5,"Williams,Kenny"
2758,1,"Coleman,Justin"
2759,8,"Odum,Karlos"
2760,2,"Ramlal,Kendall"
2761,1,"Jolly,Brett"
2762,3,"Young,Zach"
2763,1,"Campbell,Lucas"
2764,2,"Toriola,Moses"
2765,1,"Banner,Devonte"
2766,9,"Bell,Davon"
2767,1,"Pillari,Daniel"
2768,1,"Sarr,Pierre"
2769,2,"Sylvester,DJ"
2770,2,"Marshall,Nick"
2771,2,"Hunter IV,Lindsey"
2772,1,"Dakich,Andrew"
2773,1,"Escobar,J.T."
2774,1,"Coddington,Jake"
2775,2,"DeJong,Gavin"
2776,1,"Miller,Raekwon"
2777,1,"Wnuk,Alec"
2778,6,"Whitfield,Dwain"
2779,1,"Leach,Melran"
2780,1,"Dahn,Connor"
2781,1,"Cowgill,Jordan"
2782,1,"McDonald,Jaylin"
2783,3,"Dillard,Davon"
2784,1,"Sprinkle,J'Breun"
2785,3,"Williams,Rodney"
2786,3,"Cartwright,Andrew"
2787,2,"Sharma,Josh"
2788,3,"Williams,Tiremone"
2789,3,"Hulings,Eric"
2790,2,"Kennedy,Alex"
2791,1,"Beach,Jack"
2792,1,"Lynch,A.J."
2793,1,"Young,Zach"
2794,1,"Gross,Jacob"
2795,1,"White-Pittman,Greg"
2796,2,"Patterson,Mark"
2797,2,"Porter,Franklin"
2798,1,"Fincher,Neville"
2799,4,"Deloach,Jesse"
2800,8,"Austin,Brandon"
2801,4,"Smith,Josh"
2802,4,"Branin II,Tim"
2803,4,"Braxton,Terrence"
2804,3,"Sabato,Tony"
2805,2,"Edwards,Demarcus"
2806,1,"Ashton,Jordan"
2807,1,"Nezlek,Stuart"
2808,7,"Jones,Ed"
2809,1,"Mortensen,Daniel"
2810,1,"Sarr,Pierre"
2811,4,"Morrow,Edward"
2812,2,"Banner,Devonte"
2813,2,"Hall,Charlie"
2814,2,"Gregory,Matt"
2815,1,"Luther,Ryan"
2816,3,"Jacobsen,Cory"
2817,3,"Joseph,Kaleb"
2818,2,"Lowe,Trey"
2819,3,"Majstorovic,Dusan"
2820,3,"Richard,Lance"
2821,1,"Prusator,Grant"
2822,1,"Heller,Max"
2823,3,"Mostella,Detrick"
2824,1,"Davis,Jackson"
2825,15,"Brown,Chad"
2826,2,"Chatman,Jordan"
2827,1,"Bendary,Mohamed"
2828,1,"Enoch,Steven"
2829,1,"Amilo,Nnamdi"
2830,1,"Noyes,Mike"
2831,1,"Foxen,Christian"
2832,1,"Sinn,Grant"
2833,2,"Giamoukis,Manu"
2834,2,"Burns,Deondre"
2835,1,"Scott,Frederick"
2836,12,"Karailiev,Mario"
2837,1,"Bowman,Craig"
2838,2,"Tinsley,Max"
2839,3,"Batie,Khalil"
2840,1,"Hyde,Jalen"
2841,1,"Shaw,Martin"
2842,1,"Benzan,Pat"
2843,1,"Kennedy,Thomas"
2844,1,"Fay,Jake"
2845,1,"Eads,Ethan"
2846,1,"Stepteau,Brocke"
2847,1,"Cornelissen,Jakob"
2848,2,"Risse,Matt"
2849,2,"Vick,Lagerald"
2850,1,"Manning,Evan"
2851,1,"Self,Tyler"
2852,3,"Gurley,Isiah"
2853,1,"Witherill,Austin"
2854,1,"Jones,Quan"
2855,1,"Washington Jr.,Mike"
2856,1,"Pratt,Anthony"
2857,2,"Kilgore,Jacob"
2858,2,"Frost,Ahmad"
2859,1,"Spurlock,Stephen"
2860,2,"Anzmann,Trevor"
2861,1,"Auslander,Kent"
2862,2,"Waddell,Devin"
2863,1,"Leek,Aleer"
2864,6,"Friedman,Ted"
2865,1,"Austin,Aarias"
2866,3,"Driscoll,Chase"
2867,1,"Mankin,Austin"
2868,4,"Ugbaja,Jiday"
2869,4,"Jackson,Trevis"
2870,1,"McHugh,Taylor"
2871,1,"Haygood,Devin"
2872,1,"Strollo,Ryan"
2873,3,"Thompson,P.J."
2874,2,"Taylor,Jacquil"
2875,2,"LaRose,Kinnon"
2876,3,"Austin,Demontrez"
2877,4,"Gueye,DouDou"
2878,2,"Rennie,Matt"
2879,1,"Harrison,Cole"
2880,3,"Mack,Tevin"
2881,1,"Cumberland,Jaevin"
2882,20,"Iruafemi,Fred"
2883,5,"Vereen,Austin"
2884,2,"Knight,Joe"
2885,1,"Bruster,De'Angelo"
2886,1,"Eastman,Austin"
2887,1,"Connor,Jake"
2888,1,"Montgomery,Austin"
2889,1,"Simon,John Robert"
2890,2,"Davidson,Nick"
2891,8,"Gibson,Ty"
2892,2,"Seelye,Ryan"
2893,2,"Brown,Chris"
2894,1,"Newton,Jahnu"
2895,3,"Boese,Brett"
2896,2,"Young,Zach"
2897,2,"Anthony,Rashed"
2898,2,"Simon,Justin"
2899,2,"Shaw,Braiden"
2900,2,"Pappas,Cameron"
2901,5,"Sause,Chris"
2902,1,"Tankelewicz,Justin"
2903,2,"Law,Aaron"
2904,1,"Trapps,Ron"
2905,3,"Van Ry,Toby"
2906,2,"Reid,Kyle"
2907,5,"Burgess,Lloyd"
2908,1,"James,K.J."
2909,1,"Gooding,Dexter"
2910,1,"Taylor,Quentin"
2911,1,"Paige,Laquarious"
2912,2,"Kennedy,Thomas"
2913,3,"Murinda,Mufaro"
2914,3,"Matthews,Tommy"
2915,2,"Fleming,Michael"
2916,1,"Ngwudo,Ikemefuna"
2917,1,"Rennie,Matt"
2918,2,"Adlesh,Quinton"
2919,2,"Dwyer,Dan"
2920,2,"Speller,Patrick"
2921,1,"Ham,Donovan"
2922,1,"Wehrli,Bobby"
2923,2,"Green,Tyrell"
2924,1,"Mammel,Scott"
2925,2,"McHugh,Taylor"
2926,3,"Wallace,Vincent"
2927,6,"Brantley,Jaylen"
2928,1,"Ram,Varun"
2929,1,"Cassell Jr.,Sam"
2930,5,"Feidanga,Glenn"
2931,1,"Worman,Sam"
2932,2,"Hayes,T.K."
2933,2,"Langan,Gene"
2934,4,"Iduwe,Osahen"
2935,4,"Ivory,Josh"
2936,1,"Hodskins,Zach"
2937,2,"Vasquez,Chris"
2938,1,"Moroney,Matthew"
2939,1,"Huizing,Ernest"
2940,3,"Mitchell,Kameron"
2941,2,"Burgett,Austin"
2942,3,"Leonard,Brendan"
2943,7,"Russell,Colin"
2944,1,"VanBeck,Wes"
2945,5,"Grier,Omari"
2946,2,"Brennan,Alec"
2947,3,"Clover,Chris"
2948,1,"Dickerson,Zach"
2949,1,"Mayot,Duol"
2950,2,"Mayleben,Garrett"
2951,1,"Akintobi-Adeyeye,Doyin"
2952,2,"McBride,D'Angelo"
2953,2,"Collie,Daniel"
2954,4,"Stainbrook,Tim"
2955,1,"Williams,Bobby"
2956,4,"Mahaffey,D'Andre"
2957,3,"France III,Tedaro"
2958,2,"Peebles-Jennings,Justin"
2959,2,"Carter,Simeon"
2960,1,"Ernst,Brady"
2961,3,"Laidig,Jeff"
2962,1,"Heller,Max"
2963,1,"Pearson,Ryan"
2964,1,"Rinaldi,John"
2965,5,"Cumberland,Jaevin"
2966,7,"Jenkins,Janeil"
2967,2,"Eifert,Grady"
2968,2,"Toyra,Stephen"
2969,3,"Ingram,Patrick"
2970,3,"Gavrilovic,Strahinja"
2971,1,"Dhillon,Samer"
2972,2,"Perpiglia,Steve"
2973,2,"Evans,Jacob"
2974,1,"Tanner,Caleb"
2975,2,"Trapps,Ron"
2976,3,"Miller,Tory"
2977,2,"Risse,Matt"
2978,1,"Akilo,Samson"
2979,1,"Pillari,Daniel"
2980,1,"Reigel,Rusty"
2981,2,"Coleman,Justin"
2982,7,"Galloway,Jonathan"
2983,2,"Wormley,Kenny"
2984,3,"Alex,Jabari"
2985,1,"Chibuogwu,Emmanuel"
2986,1,"Harris,Tyler"
2987,1,"Lawson,Shazier"
2988,1,"O'Field,Maurice"
2989,1,"Witherill,Austin"
2990,4,"Cohen,Danny"
2991,2,"Jiles,Matthew"
2992,3,"Wells,Nate"
2993,2,"Anchrum,Hakeem"
2994,3,"Davis,Raasean"
2995,1,"Sloan,Derek"
2996,3,"Miller,Imani"
2997,5,"Mischler,Robert"
2998,1,"Eaglin,Xavier"
2999,1,"Bayless,Joseph"
3000,2,"Smith,Guilien"
3001,2,"Miller,Sam"
3002,2,"Molinari,David"
3003,1,"Pino,Christian"
3004,1,"Pagliuca,Nick"
3005,1,"Pritchett,Najee"
3006,2,"Spicer,Johnathan"
3007,1,"Davis III,George"
3008,2,"Sanchez,Thomas"
3009,1,"Donahue,Jackson"
3010,1,"Hamilton,Tyler"
3011,3,"Joseph,Kaleb"
3012,2,"Alberts,Bryan"
3013,3,"Deloach,Jesse"
3014,2,"Parks,Deriece"
3015,6,"Sullivan,Lewis"
3016,1,"Love,Lionel"
3017,1,"Thompson,Javaka"
3018,1,"Noble,Wes"
3019,1,"Priller,Tim"
3020,1,"Taylor,Quentin"
3021,2,"Soukup,Steven"
3022,1,"Harris,Karl"
3023,1,"Majstorovic,Dusan"
3024,1,"Nzeakor,Josh"
3025,3,"Jones,Quan"
3026,2,"Campo,Jose"
3027,1,"Shropshire,Questin"
3028,1,"Burge,Al"
3029,1,"Henderson,Jay"
3030,4,"Marotta,Cam"
3031,4,"Mache,Michael"
3032,4,"Moore,Tyre"
3033,2,"Blakley,Cameron"
3034,1,"Manning,Chris"
3035,1,"Brown,Harris"
3036,3,"Tripp,Isaiah"
3037,1,"Eckholdt,Chase"
3038,1,"Drummond,Jacob"
3039,6,"Mlachnik,DJ"
3040,1,"Hill,Keon"
3041,4,"Bremers,Arturs"
3042,1,"Whitaker,James"
3043,1,"Stradnieks,Rudy"
3044,2,"Mahaffey,D'Andre"
3045,1,"Weethee,Will"
3046,4,"Rakocevic,Gligorije"
3047,2,"Nobles,Jordan"
3048,3,"Dadika,Jake"
3049,2,"Taylor II,Ty"
3050,1,"Bush,Zach"
3051,2,"Hines,Aaron"
3052,4,"Powell,Ja'Mill"
3053,2,"Taylor,Doug"
3054,2,"Harries,Nathan"
3055,1,"Austin,Courtney"
3056,1,"Romine,Christian"
3057,2,"Harris,Darian"
3058,1,"Ezechinonso,Emmanuel"
3059,1,"Eastman,Austin"
3060,2,"Davis,Paris"
3061,1,"Glover,Jamison"
3062,1,"Rowley,Paul"
3063,1,"Kirven,Caid"
3064,1,"Jones,Jeff"
3065,1,"Bartley,Justice"
3066,4,"Johnson,Larry"
3067,2,"Blake,Kellen"
3068,5,"Duncan,Everett"
3069,3,"Lodge,Markell"
3070,3,"Luther,Collin"
3071,2,"Ogbeide,Derek"
3072,2,"Daugherty,Kyle"
3073,1,"Wallace,Daniel"
3074,2,"Terrell,Andrew"
3075,7,"Grennan,Sean"
3076,2,"Hutton,Ayron"
3077,1,"Davis,Karonn"
3078,1,"Porter,Franklin"
3079,2,"Merrill,Jimmy"
3080,2,"Rowe,Tim"
3081,1,"Dotson,Andrew"
3082,1,"Robinson,Edward"
3083,2,"Saucer,Jackie"
3084,1,"Gavrilovic,Strahinja"
3085,2,"Smith,DaJuan"
3086,3,"Moye,Anson"
3087,4,"Majerle,Ryan"
3088,2,"Alex,Jabari"
3089,3,"Langura,Dusan"
3090,2,"Hood,Enoch"
3091,1,"Hiepler,Ryan"
3092,2,"Eaglin,Todd"
3093,1,"Gross,Jacob"
3094,3,"Laidig,Jeff"
3095,1,"Ljuboja,Miki"
3096,7,"Etherington,Austin"
3097,2,"Davis,Lyles"
3098,4,"Waddell,Devin"
3099,1,"Lucero,Kain"
3100,3,"Stalzer,Eli"
3101,2,"Lombard,Mitch"
3102,1,"Foxen,Christian"
3103,5,"McDonnell,Brandon"
3104,1,"Burton,Ryan"
3105,4,"Smith,Nych"
3106,3,"Soffer,Dalton"
3107,6,"Filipovich,Niko"
3108,2,"Enos,Dyrbe"
3109,2,"Posey,Ravonn"
3110,5,"Taylor,Kenneth"
3111,2,"Burnett,Josh"
3112,1,"Harris,Karl"
3113,1,"Gamble,Karl"
3114,1,"Mbachu,Victor"
3115,2,"Burgess,Lloyd"
3116,2,"Brewington,Chase"
3117,3,"Baker,Isaiah"
3118,1,"Kennedy,Thomas"
3119,1,"Robertson,Jacquan"
3120,1,"Williams,J.R."
3121,1,"Williams,Josh"
3122,3,"Floresca,Alex"
3123,3,"Hinton,Brandon"
3124,4,"McClanahan,Dexter"
3125,2,"Mannie,Bobby"
3126,2,"Lloyd,Sean"
3127,2,"Leek,Deng"
3128,1,"Dry,Dalton"
3129,2,"Ringholt,James"
3130,2,"Lopez,Jesse"
3131,1,"Ham,Donovan"
3132,1,"Davis,Mike"
3133,2,"Mbodj,Lamine"
3134,2,"Hartsock,Jakob"
3135,3,"Robinson Jr.,Patrick"
3136,6,"Masic,Mateja"
3137,1,"Rinaldi,John"
3138,3,"Williams,Matt"
3139,3,"Savon,Amir"
3140,1,"Macheledt,Marshall"
3141,1,"Snyder,Zach"
3142,1,"Robbins,Peyton"
3143,1,"Victor,Jhonny"
3144,1,"Hill,Matt"
3145,1,"Ashton,Jordan"
3146,2,"Sheppard,Branden"
3147,1,"Walker,Luke"
3148,2,"Wallingford,Caleb"
3149,1,"London,Malik"
3150,4,"McCullough,Tyler"
3151,1,"Manning,Chris"
3152,2,"Nelson,Marquis"
3153,1,"Ram,Varun"
3154,1,"Wilson,D.J."
3155,1,"Bowling,Brett"
3156,1,"Crabtree,Drew"
3157,1,"Taylor,Doug"
3158,4,"Williams,Kam"
3159,1,"Wilson,Damon"
3160,3,"Clover,Chris"
3161,1,"Ferris,Will"
3162,4,"Ibert,Mason"
3163,1,"Cleare,Shaquille"
3164,3,"Neumann,Sam"
3165,2,"Hamilton,Johnny"
3166,1,"Lowe,Ryan"
3167,1,"Davis,Adam"
3168,1,"Bennett,Dylan"
3169,1,"Collie,Daniel"
3170,3,"Harvey,James"
3171,1,"Horn,Robert"
3172,2,"Wimberly,Brandon"
3173,9,"Barnes,Trevond"
3174,3,"Edwards,Bryan"
3175,4,"Burton,Ryan"
3176,2,"Priller,Tim"
3177,2,"Taylor,Quentin"
3178,1,"Ndiaye,Daouda"
3179,2,"Mulder,Mychal"
3180,1,"Hudson,Ty"
3181,1,"Johnson,Edward"
3182,1,"Driscoll,Chase"
3183,1,"Gross,Jacob"
3184,4,"Young,Aaron"
3185,2,"Tanner,Caleb"
3186,12,"Morrissey,Jack"
3187,1,"Terrell,Hudson"
3188,3,"Simon,Justin"
3189,2,"Rennie,Matt"
3190,2,"Smith,Guilien"
3191,1,"Dickinson,Wesley"
3192,2,"Stainbrook,Tim"
3193,1,"Coker,Kevin"
3194,2,"Henderson,Bear"
3195,1,"Ray,Shawn"
3196,4,"Brown,Harris"
3197,4,"Mahoney,Dolan"
3198,1,"Fong,Zach"
3199,1,"Evans,Auston"
3200,2,"Conroy,Riley"
3201,1,"Robinson,Tyler"
3202,2,"Holder,J.R."
3203,2,"Austin,Brandon"
3204,2,"Torres,Austin"
3205,2,"Temkin,Rory"
3206,1,"Cox,Stefan"
3207,1,"Perpiglia,Steve"
3208,3,"Nistler,Werner"
3209,1,"Locke,Sean"
3210,1,"Moorer,Tyrone"
3211,2,"Smith,Jerrold"
3212,2,"McTier,Jackson"
3213,3,"Rinaldi,John"
3214,1,"Coddington,Jake"
3215,2,"Heilman,Taylor"
3216,2,"Diallo,Aboubacar"
3217,3,"Ferris,Will"
3218,2,"Stacey,Trey"
3219,3,"Tate,Myles"
3220,5,"McHugh,Taylor"
3221,2,"Jones,Jalen"
3222,2,"Pauga,Austin"
3223,2,"Mpawe,Paulin"
3224,1,"Ashton,Jordan"
3225,1,"Austin,Alex"
3226,1,"Anzmann,Trevor"
3227,7,"Amiel,Francisco"
3228,1,"West,D'Angelo"
3229,4,"Garber,Zach"
3230,2,"Martinez,Javier"
3231,2,"Jobe,Jett"
3232,1,"Holmes,Carter"
3233,3,"Campbell,Quinton"
3234,3,"Ravenscraft,Jared"
3235,1,"Starr,Austin"
3236,1,"Kirby,Maurice"
3237,4,"Hobaugh,Dustin"
3238,3,"Bremers,Arturs"
3239,8,"Ishola,Brian"
3240,5,"Cohen,Danny"
3241,1,"Hall,Charlie"
3242,1,"Mannie,Bobby"
3243,2,"Livingston,Max"
3244,1,"Sugiura,Micah"
3245,2,"Toyra,Stephen"
3246,2,"Eifert,Grady"
3247,3,"Dickerson,Zach"
3248,1,"Paige,Jimmy"
3249,4,"Duncan,Bobby"
3250,1,"Kelly,Matthew"
3251,1,"Brady,Gerard"
3252,4,"Fuller,Nick"
3253,2,"Dillinger,Kyle"
3254,2,"Romine,Christian"
3255,2,"Jackson,Jordan"
3256,1,"Burston,Torey"
3257,1,"Pierre,Eudes"
3258,1,"Ritter,Justin"
3259,2,"King,Derrien"
3260,1,"Noble,Mark"
3261,1,"Anderson,Carlitos"
3262,2,"White,Jackson"
3263,3,"Pope,Davante"
3264,2,"Edwards,Drew"
3265,2,"Comanche,Chance"
3266,1,"Miller,John"
3267,1,"Edwards,Cayne"
3268,3,"Stockton,Cole"
3269,1,"Pierre,Josh"
3270,4,"Mills,Austin"
3271,3,"Turner,Corey"
3272,5,"Russell,Colin"
3273,1,"Van Ry,Toby"
3274,1,"Mahoney,Dolan"
3275,1,"Cunningham,Alvin"
3276,1,"Edwards,Lexx"
3277,1,"Hodskins,Zach"
3278,5,"Calhoun,Omar"
3279,1,"Dauda,Ismaila"
3280,1,"Odum,Karlos"
3281,2,"Ernst,Brady"
3282,5,"Atencia,Hansel"
3283,1,"Worman,Sam"
3284,11,"Loop,Austin"
3285,1,"Ahrens,Kyle"
3286,1,"Fuller,Nick"
3287,1,"Abdullah,Hasan"
3288,3,"Smith,TyQuayion"
3289,4,"Marshall,Nick"
3290,1,"Burton,Joe"
3291,4,"Myers,Teyvon"
3292,1,"Perez,Ben"
3293,2,"Gregory,Jamall"
3294,1,"David,Jonny"
3295,5,"Zeigler,Bo"
3296,1,"Bodway,Jake"
3297,2,"Romine,Christian"
3298,1,"Bost,Drew"
3299,1,"Roland,Jordan"
3300,4,"Albrecht,Spike"
3301,7,"Cleare,Shaquille"
3302,4,"Joseph,Kaleb"
3303,7,"McTier,Jackson"
3304,1,"Saprykinas,Haroldas"
3305,3,"Zilli,Giacomo"
3306,1,"Burns,Deondre"
3307,1,"Moorman,Evan"
3308,23,"Manning,Chris"
3309,2,"Hicks,Darryl"
3310,4,"Hamilton,Eric"
3311,1,"Nolan,Phillip"
3312,3,"Schaffer,Lawson"
3313,1,"Clark,Christian"
3314,1,"Avery,Travis"
3315,1,"Studer,Dan"
3316,4,"Walker,Dantley"
3317,1,"Newton,Qwandell"
3318,2,"Nakken,Erik"
3319,3,"Walker III,Louis"
3320,1,"Hodskins,Zach"
3321,2,"Brown Bull,Nate"
3322,2,"Henderson,Josh"
3323,1,"Jabbie,Ishmail"
3324,4,"Albrecht,Spike"
3325,4,"Session,Jordan"
3326,1,"Brown,Jalen"
3327,1,"Escobar,J.T."
3328,3,"Williams,Juwan"
3329,6,"Holloway,Khari"
3330,2,"Miller,Trey"
3331,1,"White-Pittman,Greg"
3332,3,"Butler,Jacob"
3333,2,"Kellog,Tanner"
3334,1,"Bronson,Spencer"
3335,1,"Murray,Andrew"
3336,1,"Gibson,Jonathan"
3337,3,"Eaglin,Xavier"
3338,2,"Murphy,Billy"
3339,2,"Berbari,Elias"
3340,2,"Anzmann,Trevor"
3341,7,"Hudson,Ty"
3342,11,"Goode,Justin"
3343,1,"Batie,Khalil"
3344,3,"Blackmon,Jarriesse"
3345,2,"Boyce III,Ronnie"
3346,2,"Maucere,Giovanni"
3347,2,"Davis,Jay Jay"
3348,2,"Bartley,Justice"
3349,1,"Triano,Dustin"
3350,2,"Maas,Ryan"
3351,2,"Hughes,Jordan"
3352,2,"Glover,Jamison"
3353,4,"Wilson,Nolan"
3354,1,"Dobbs,Charleston"
3355,2,"Hill,Jordan"
3356,1,"Moesch,Aaron"
3357,3,"Barnes,Bray"
3358,1,"Naughton,Jordan"
3359,2,"Warford,Tyler"
3360,1,"Oberfeld,Ben"
3361,2,"Schurman,John"
3362,1,"Rosen,Amu"
3363,3,"Pinkard,Devonne"
3364,2,"Weir,Dougal"
3365,1,"Straughan,Jake"
3366,3,"Davis,Tyler"
3367,2,"Lester,Josh"
3368,1,"Clarke,Kyle"
3369,3,"Meredith,Scott"
3370,2,"Haines,Dylan"
3371,2,"Johnson,Brandon"
3372,2,"Chambers,Kamali"
3373,1,"Mulder,Mychal"
3374,1,"David,Jonny"
3375,1,"Richards,Noah"
3376,1,"Trueblood,Johnny"
3377,1,"Eaglin,Todd"
3378,1,"Sheppard,Branden"
3379,23,"Johnson,Phillip"
3380,3,"N'diaye,Cheikh"
3381,2,"Hood,Enoch"
3382,1,"Wiggins,C.J."
3383,1,"Robinson,Aaron"
3384,3,"Shreiner,Lyrik"
3385,1,"Odum,Karlos"
3386,1,"Blount,Osborn"
3387,1,"Dauda,Ismaila"
3388,1,"Poole,Freddy"
3389,8,"Pierre-Louis,Thomas"
3390,2,"Cuadra,Jon Ander"
3391,3,"Kasongo,Ray"
3392,1,"Schulte,Dylan"
3393,1,"Smith,Jaylin"
3394,1,"Bradley,Tyler"
3395,1,"Taylor,Kenneth"
3396,3,"Stewart,Jaylin"
3397,1,"Ikuenobe,Christopher"
3398,2,"Manning,Evan"
3399,2,"Allen,Noah"
3400,1,"Wulff,Alec"
3401,1,"Smith,Jerrold"
3402,2,"Watkins,Nathan"
3403,1,"McGregor,Gilbert"
3404,1,"Simpson,Kenny"
3405,1,"Walker,Devyn"
3406,4,"Mills,Austin"
3407,1,"Lopez,Jesse"
3408,2,"Hamilton,Nick"
3409,1,"Kerr,Nick"
3410,2,"Redman,Corey"
3411,1,"Turcotte,Zach"
3412,3,"Hicks,Izais"
3413,3,"Fejokwu,Lawrence"
3414,2,"Taylor,Doug"
3415,6,"Savon,Amir"
3416,1,"Walker,Andre"
3417,1,"Jones,Jalen"
3418,4,"Moore,Doral"
3419,1,"Morgan,Juwan"
3420,1,"Matthews,ZaQwaun"
3421,1,"White,Jackson"
3422,1,"Bran,Alex"
3423,1,"Ernst,Brady"
3424,3,"Majstorovic,Dusan"
3425,4,"Brown,Blake"
3426,1,"Prahl,Alex"
3427,1,"Maye,Luke"
3428,1,"Garcia,Justin"
3429,1,"Lee,Austin"
3430,1,"Ndiaye,Omar"
3431,7,"English,Andrew"
3432,6,"Davis,Jamaal"
3433,1,"Schaper,Chad"
3434,1,"Haus,David"
3435,1,"Edwards,Drew"
3436,2,"Stewart,Marlon"
3437,2,"Dadika,Jake"
3438,2,"Aja,Kanu"
3439,1,"Federico,Niksha"
3440,12,"Shaughnessy,Jack"
